ds,yhat,yhat_lower,yhat_upper,product_name
2024-09-17,21.385000050255663,7.8358133978853655,36.0700186515284,Biscuits
2024-09-18,22.8569759539665,8.875662864124315,36.288735646572896,Biscuits
2024-09-19,22.340113155467456,8.066225287152424,36.20657972889198,Biscuits
2024-09-20,22.980595845016442,7.954263932609754,36.85444353025761,Biscuits
2024-09-21,23.677258759723188,8.314406043659199,37.90087793737207,Biscuits
2024-09-22,22.28715293115692,8.23760912237014,36.264866464985204,Biscuits
2024-09-23,21.52046758152072,7.4935970582596845,35.59090385242742,Biscuits
2024-09-24,21.36989614910459,8.167637970936022,34.89737317422271,Biscuits
2024-09-25,22.84187205281188,8.942595883751268,36.91828452322239,Biscuits
2024-09-26,22.3250092543159,8.913674861683571,37.017730113149206,Biscuits
2024-09-27,22.96549194386456,8.67892625615487,36.61472490343311,Biscuits
2024-09-28,23.662154858569384,9.035790629033423,36.999209277396744,Biscuits
2024-09-29,22.27204903000331,9.023091457884282,36.771792399550534,Biscuits
2024-09-30,21.50536368036857,8.180923280495088,35.353134472935885,Biscuits
2024-10-01,21.35479224794892,7.724780223242597,34.18713179914596,Biscuits
2024-10-02,22.826768151659834,8.56920635535942,36.73112035254993,Biscuits
2024-10-03,22.309905353162275,8.102795238051124,35.874805243363966,Biscuits
2024-10-04,22.950388042715108,9.00151532758518,35.85118441100322,Biscuits
2024-10-05,23.64705095741787,9.956386543681214,37.803232543099845,Biscuits
2024-10-06,22.25694512885659,7.434601479797732,36.65220712735416,Biscuits
2024-10-07,21.490259779216426,7.816537425106068,35.45793262854069,Biscuits
2024-10-08,21.33968834679785,6.193220242888452,35.38116723280926,Biscuits
2024-10-09,22.811664250509104,9.220972287947246,37.63304675869657,Biscuits
2024-10-10,22.29480145201072,8.252933592867882,35.88137301020783,Biscuits
2024-10-11,22.93528414156323,8.200757414085539,36.69173022482182,Biscuits
2024-10-12,23.63194705626897,9.141926030443676,37.326795147920556,Biscuits
2024-10-13,22.24184122770297,8.207702252871588,38.051413608532265,Biscuits
2024-10-14,21.475155878063497,7.757837129432727,34.84353084690553,Biscuits
2024-10-15,21.32458444564648,6.439660376352073,34.53146494764572,Biscuits
2024-10-16,22.796560349357055,7.590131387153655,36.47215157393193,Biscuits
2024-09-17,24.875539091612243,10.878001006182709,39.15281561852028,Oil
2024-09-18,23.01007095002229,9.077917257081616,37.18183675329091,Oil
2024-09-19,22.762814450902923,7.719699272685027,37.309635657153144,Oil
2024-09-20,21.807591744438586,7.775111382810404,35.2627893521772,Oil
2024-09-21,26.459923145884865,12.71998532320435,42.555115516572855,Oil
2024-09-22,21.96004217820737,6.915526685659725,37.056635154009,Oil
2024-09-23,24.27115490894365,9.312023202511574,39.90557731526918,Oil
2024-09-24,24.858806528565708,9.699980171400298,39.72143734125302,Oil
2024-09-25,22.993338386968354,7.80496891152748,38.66297255724255,Oil
2024-09-26,22.746081887855144,7.644769212783979,37.802662798436046,Oil
2024-09-27,21.79085918139013,7.170387337324955,37.37968295397058,Oil
2024-09-28,26.443190582836106,12.42967584421134,40.86522020156596,Oil
2024-09-29,21.943309615158128,7.747646439758544,37.30424640869091,Oil
2024-09-30,24.254422345892966,8.890974743360275,38.138134642254165,Oil
2024-10-01,24.842073965517226,10.692260351897357,39.56699579269272,Oil
2024-10-02,22.97660582391411,9.121622866060775,38.253724425279366,Oil
2024-10-03,22.729349324799,6.8070161359205,37.408276643767024,Oil
2024-10-04,21.774126618345512,5.308331822402782,35.52418805228585,Oil
2024-10-05,26.426458019785894,12.535252016828755,42.48016632893727,Oil
2024-10-06,21.926577052115032,6.762006782119807,36.51419203066036,Oil
2024-10-07,24.23768978284228,8.949196551839073,37.547959466285185,Oil
2024-10-08,24.825341402470684,10.67445171160682,39.61698684449751,Oil
2024-10-09,22.959873260871092,7.535262579803895,37.5862634165119,Oil
2024-10-10,22.712616761751214,7.523748163764335,37.37221712741813,Oil
2024-10-11,21.757394055297056,7.424307854722491,37.02245424941252,Oil
2024-10-12,26.409725456735803,12.303518623003121,40.66443818874436,Oil
2024-10-13,21.90984448906579,6.843582822692682,36.31231064681537,Oil
2024-10-14,24.22095721980176,9.123410810802245,39.39714366944706,Oil
2024-10-15,24.808608839412273,11.430386301495062,40.698137830633605,Oil
2024-10-16,22.94314069781684,8.137297700881872,37.50453123255256,Oil
2024-09-17,22.313285288849766,9.176448294041508,36.389106392481786,Rice
2024-09-18,22.211965625301755,8.634706714542663,37.48624913432129,Rice
2024-09-19,23.661380498859888,8.952702642206027,37.323851185135815,Rice
2024-09-20,23.065622972473044,9.575327488754352,36.79453286458156,Rice
2024-09-21,25.627520985497323,11.887788726107521,39.32602020227621,Rice
2024-09-22,23.578878017919372,9.399695310413922,36.34399633830234,Rice
2024-09-23,23.51202991064003,10.036628557349376,36.98331106296593,Rice
2024-09-24,22.304283226189334,8.326728200774491,36.99885922008534,Rice
2024-09-25,22.202963562631354,8.80204743551011,35.85787134410896,Rice
2024-09-26,23.652378436199623,9.481386074773456,37.740409675660544,Rice
2024-09-27,23.056620909811592,10.114610239925508,37.144567302011154,Rice
2024-09-28,25.61851892283648,10.380591219053361,38.82536193182559,Rice
2024-09-29,23.56987595525762,9.381543542656228,38.07404684231397,Rice
2024-09-30,23.503027847976117,9.8131824106792,37.21769971819268,Rice
2024-10-01,22.295281163529598,9.426563288990524,36.9313135936797,Rice
2024-10-02,22.193961499968434,8.590248393705833,36.015626692800055,Rice
2024-10-03,23.643376373534867,9.889581509984831,38.058746870299366,Rice
2024-10-04,23.047618847152133,9.744444703266272,36.805463475525634,Rice
2024-10-05,25.609516860174736,10.616476002752082,39.27986787838751,Rice
2024-10-06,23.56087389260024,9.364559725056774,37.75856245413102,Rice
2024-10-07,23.494025785312207,9.748490307411236,37.40209176617201,Rice
2024-10-08,22.28627910086917,8.808477062567038,36.4126289878772,Rice
