product_id,product_name,category,total_qty_sold,total_revenue,avg_inventory_level,last_inventory_level,last_sale_date,orders,days_since_last_sale,avg_daily_sales,stock_turnover_ratio,dio,sell_through_rate,movement_category,stock_status
100,Rice,Household,204,38331.49,234.1,162,2024-08-21 08:00:00,40,26,0.3264,0.8714224690303289,717.218137254902,0.5573770491803278,Moderate,Understock
101,Soap,Household,161,30535.489999999998,257.48148148148147,394,2024-09-12 21:00:00,27,4,0.2576,0.6252876869965478,999.5399125833908,0.29009009009009007,Slow Moving,Balanced
102,Biscuits,Household,156,28934.96,276.61290322580646,157,2024-09-14 00:00:00,31,2,0.2496,0.5639650145772594,1108.2247725392888,0.4984025559105431,Slow Moving,Overstock
103,Rice,Food,170,33549.13,259.06451612903226,426,2024-08-28 16:00:00,31,19,0.272,0.6562071971111941,952.443074003795,0.28523489932885904,Moderate,Balanced
104,Soap,Household,210,39405.99,244.65,353,2024-09-10 05:00:00,40,6,0.336,0.8583690987124464,728.125,0.37300177619893427,Moderate,Balanced
105,Rice,Household,162,35810.57,255.66666666666666,29,2024-09-16 23:00:00,33,0,0.2592,0.6336375488917863,986.3683127572016,0.8481675392670157,Slow Moving,Balanced
106,Shampoo,Food,131,25585.170000000002,265.52,268,2024-09-14 05:00:00,25,2,0.2096,0.49337149743898767,1266.7938931297708,0.3283208020050125,Slow Moving,Balanced
107,Oil,Household,186,37543.21,287.97058823529414,379,2024-08-31 05:00:00,34,16,0.2976,0.6458992952711673,967.6431056293487,0.3292035398230089,Moderate,Overstock
108,Soap,Household,276,56471.87,277.5098039215686,480,2024-09-08 09:00:00,51,8,0.4416,0.9945594573588639,628.418940039784,0.36507936507936506,Fast Moving,Balanced
109,Soap,Personal Care,193,34651.71,278.7027027027027,406,2024-07-22 08:00:00,37,56,0.3088,0.6924941815360744,902.534659011343,0.32220367278797996,Moderate,Overstock
110,Biscuits,Personal Care,188,35655.32,283.42857142857144,99,2024-08-19 15:00:00,35,28,0.3008,0.6633064516129031,942.2492401215807,0.6550522648083623,Moderate,Overstock
111,Rice,Household,188,37102.06,260.0882352941176,332,2024-09-07 11:00:00,34,9,0.3008,0.7228316182291078,864.6550375469336,0.36153846153846153,Moderate,Balanced
112,Soap,Personal Care,136,25961.760000000002,267.37931034482756,450,2024-09-14 13:00:00,29,2,0.2176,0.5086407015733815,1228.7652129817445,0.23208191126279865,Slow Moving,Overstock
113,Biscuits,Household,238,46539.46,234.3409090909091,121,2024-09-07 03:00:00,44,9,0.3808,1.0156143923964698,615.3910427807486,0.6629526462395543,Fast Moving,Understock
114,Biscuits,Personal Care,186,43941.77,289.10526315789474,72,2024-08-26 05:00:00,38,21,0.2976,0.6433642818132168,971.455857385399,0.7209302325581395,Moderate,Overstock
115,Rice,Household,243,49318.11,241.3673469387755,318,2024-08-05 20:00:00,49,42,0.3888,1.006764183647586,620.8007894515831,0.43315508021390375,Fast Moving,Balanced
116,Biscuits,Food,178,38454.36,226.94117647058823,66,2024-09-07 05:00:00,34,9,0.2848,0.7843442198030067,796.844018506279,0.7295081967213115,Moderate,Understock
117,Shampoo,Food,167,38269.28,257.44444444444446,64,2024-09-06 22:00:00,36,10,0.2672,0.6486836426413466,963.4896872920825,0.7229437229437229,Moderate,Balanced
118,Biscuits,Food,237,49932.87,245.19148936170214,360,2024-09-16 03:00:00,47,0,0.3792,0.9665914612981603,646.6020289074423,0.3969849246231156,Fast Moving,Balanced
119,Shampoo,Food,125,28890.56,268.32142857142856,290,2024-08-29 19:00:00,28,18,0.2,0.4658591774257953,1341.607142857143,0.30120481927710846,Slow Moving,Overstock
120,Soap,Food,187,32576.68,237.08823529411765,149,2024-09-02 17:00:00,34,14,0.2992,0.7887358888475375,792.4072035231204,0.5565476190476191,Moderate,Balanced
121,Biscuits,Personal Care,211,45406.59,249.2173913043478,354,2024-08-27 17:00:00,46,20,0.3376,0.8466503838101884,738.2031732948692,0.3734513274336283,Fast Moving,Balanced
122,Oil,Personal Care,222,44954.01,230.75,465,2024-09-11 23:00:00,40,5,0.3552,0.962080173347779,649.634009009009,0.3231441048034934,Fast Moving,Understock
123,Soap,Personal Care,186,41841.6,270.94444444444446,160,2024-08-30 03:00:00,36,17,0.2976,0.686487594832889,910.4316009557946,0.5375722543352601,Moderate,Overstock
124,Oil,Personal Care,175,40037.25,261.51428571428573,469,2024-09-04 19:00:00,35,12,0.28,0.6691795039877635,933.9795918367348,0.2717391304347826,Moderate,Balanced
125,Rice,Food,185,36789.38,226.11428571428573,14,2024-07-25 05:00:00,35,53,0.296,0.8181703310588829,763.899613899614,0.9296482412060302,Moderate,Understock
126,Soap,Household,215,36036.47,258.30232558139534,284,2024-09-05 08:00:00,43,11,0.344,0.8323579724498065,750.8788534342888,0.4308617234468938,Fast Moving,Balanced
127,Rice,Food,183,32219.52,256.1,167,2024-08-26 00:00:00,30,21,0.2928,0.7145646231940648,874.6584699453553,0.5228571428571429,Moderate,Balanced
128,Rice,Food,224,44804.45,227.63636363636363,218,2024-09-06 03:00:00,44,10,0.3584,0.9840255591054313,635.1461038961039,0.5067873303167421,Fast Moving,Understock
129,Soap,Personal Care,171,41098.16,292.0,460,2024-08-29 04:00:00,38,18,0.2736,0.5856164383561644,1067.251461988304,0.27099841521394613,Moderate,Overstock
130,Soap,Food,230,41674.0,293.6136363636364,495,2024-08-30 04:00:00,44,17,0.368,0.7833423639600589,797.8631422924901,0.31724137931034485,Fast Moving,Balanced
131,Soap,Personal Care,177,40058.1,234.7027027027027,258,2024-09-10 20:00:00,37,6,0.2832,0.7541455550437586,828.7524812948542,0.4068965517241379,Moderate,Understock
132,Oil,Personal Care,188,38617.17,257.275,13,2024-08-22 05:00:00,40,25,0.3008,0.7307355942085318,855.3025265957446,0.9353233830845771,Moderate,Balanced
133,Shampoo,Personal Care,216,37711.32,280.6842105263158,29,2024-07-26 12:00:00,38,52,0.3456,0.7695480967560473,812.1649610136452,0.8816326530612245,Fast Moving,Balanced
134,Oil,Personal Care,181,43768.01,242.325,80,2024-09-04 06:00:00,40,12,0.2896,0.7469307747859281,836.7575966850828,0.6934865900383141,Moderate,Balanced
135,Rice,Food,231,53235.58,282.11538461538464,206,2024-09-09 22:00:00,52,7,0.3696,0.8188139059304703,763.2992007992008,0.528604118993135,Fast Moving,Balanced
136,Rice,Food,258,44878.43,257.39130434782606,1,2024-05-25 17:00:00,46,114,0.4128,1.0023648648648649,623.525446579036,0.9961389961389961,Dead Stock,Balanced
